5,257770
10,250948
15,263932
20,102505
25,347276
1,219858
6,340097
11,377188
16,195634
21,4
31,121
2,286273
7,355355
12,285045
17,171320
22,188905
3,304880
8,406238
13,1
18,257692
23,1
4,332042
9,300433
14,238520
19,268174
24,179958

